*	0
а	1
б	2
в	3
г	4
д	5
е	6
ё	7
ж	8
з	9
и	10
й	11
к	12
л	13
м	14
н	15
о	16
п	17
р	18
с	19
т	20
у	21
ф	22
х	23
ц	24
ч	25
ш	26
щ	27
ъ	28
ы	29
ь	30
э	31
ю	32
я	33
a	34
c	35
b	36
e	37
d	38
g	39
f	40
i	41
h	42
k	43
j	44
m	45
l	46
o	47
n	48
q	49
p	50
s	51
r	52
u	53
t	54
w	55
v	56
y	57
x	58
z	59
S	60
E	61
-	62
.	63
{	64
}	65
<	66
>	67
